 INFO 2022-10-13 18:45:23,749   root oops
 INFO 2022-10-14 13:05:24,641   root anuj
 INFO 2022-10-14 13:05:24,641   root bandari
 INFO 2022-10-14 13:05:24,641   root anuj@gmail.com
 INFO 2022-10-14 13:05:24,641   root 1996
 INFO 2022-10-14 13:05:24,641   root 250
 INFO 2022-10-14 13:05:24,641   root ______details of the car_____________________________
 INFO 2022-10-14 13:05:24,641   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-14 13:05:24,641   root Force
 INFO 2022-10-14 13:05:24,641   root Gurkha
 INFO 2022-10-14 13:05:24,641   root 4WheelDrive
 INFO 2022-10-14 13:05:24,641   root 14,00,00/-
 INFO 2022-10-14 13:05:24,641   root TopEnd
 INFO 2022-10-14 13:05:24,641   root _______information about suv car__________
 INFO 2022-10-14 13:05:24,641   root Mahendra
 INFO 2022-10-14 13:05:24,641   root xuv500
 INFO 2022-10-14 13:05:24,641   root W10
 INFO 2022-10-14 13:05:24,642   root 22,00,00/-
 INFO 2022-10-14 13:05:24,642   root Diesel
 INFO 2022-10-14 13:05:24,642   root _______information about suv car__________
 INFO 2022-10-14 13:05:24,642   root Maruthi
 INFO 2022-10-14 13:05:24,642   root ciaz
 INFO 2022-10-14 13:05:24,642   root Alpha
 INFO 2022-10-14 13:05:24,642   root 8,99,500
 INFO 2022-10-14 13:05:24,642   root Petrol
 INFO 2022-10-14 13:05:24,642   root <class '__main__.car'>
 INFO 2022-10-14 13:05:24,642   root #______Here we are performing concatenation operation_________
 INFO 2022-10-14 13:05:24,642   root Mahendra xuv500
 INFO 2022-10-14 13:05:24,642   root ---------------------------------------
 INFO 2022-10-14 13:05:24,642   root This is the basic information for concatenation operation
 INFO 2022-10-14 13:05:24,642   root naveen Adep
 INFO 2022-10-14 13:05:41,554   root #____________oops concept_________________
 INFO 2022-10-14 13:05:41,554   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 13:05:41,554   root 26
 INFO 2022-10-14 13:05:41,554   root anuj
 INFO 2022-10-14 13:05:41,554   root bandari
 INFO 2022-10-14 13:05:41,554   root anuj@gmail.com
 INFO 2022-10-14 13:05:41,555   root 1996
 INFO 2022-10-14 13:05:41,555   root 5.9
 INFO 2022-10-14 13:05:41,555   root ______details of the car_____________________________
 INFO 2022-10-14 13:05:41,555   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-14 13:05:41,555   root Force
 INFO 2022-10-14 13:05:41,555   root Gurkha
 INFO 2022-10-14 13:05:41,555   root 4WheelDrive
 INFO 2022-10-14 13:05:41,555   root 14,00,00/-
 INFO 2022-10-14 13:05:41,555   root TopEnd
 INFO 2022-10-14 13:05:41,555   root _______information about suv car__________
 INFO 2022-10-14 13:05:41,555   root Mahendra
 INFO 2022-10-14 13:05:41,555   root xuv500
 INFO 2022-10-14 13:05:41,555   root W10
 INFO 2022-10-14 13:05:41,555   root 22,00,00/-
 INFO 2022-10-14 13:05:41,555   root Diesel
 INFO 2022-10-14 13:05:41,555   root _______information about suv car__________
 INFO 2022-10-14 13:05:41,555   root Maruthi
 INFO 2022-10-14 13:05:41,555   root ciaz
 INFO 2022-10-14 13:05:41,555   root Alpha
 INFO 2022-10-14 13:05:41,555   root 8,99,500
 INFO 2022-10-14 13:05:41,556   root Petrol
 INFO 2022-10-14 13:05:41,556   root <class '__main__.car'>
 INFO 2022-10-14 13:05:41,556   root #______Here we are performing concatenation operation_________
 INFO 2022-10-14 13:05:41,556   root Mahendra xuv500
 INFO 2022-10-14 13:05:41,556   root ---------------------------------------
 INFO 2022-10-14 13:05:41,556   root This is the basic information for concatenation operation
 INFO 2022-10-14 13:05:41,556   root naveen Adep
 INFO 2022-10-14 13:11:06,804   root #____________oops concept_________________
 INFO 2022-10-14 13:11:06,804   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 13:11:06,804   root 26
 INFO 2022-10-14 13:11:36,102   root #____________oops concept_________________
 INFO 2022-10-14 13:11:36,102   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 13:11:45,458   root #____________oops concept_________________
 INFO 2022-10-14 13:11:45,458   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 13:11:45,458   root 26
 INFO 2022-10-14 13:12:26,264   root #____________oops concept_________________
 INFO 2022-10-14 13:12:26,264   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 13:12:26,264   root 26
 INFO 2022-10-14 13:12:26,264   root -1
 INFO 2022-10-14 13:12:26,264   root anuj
 INFO 2022-10-14 13:12:26,265   root bandari
 INFO 2022-10-14 13:12:26,265   root anuj@gmail.com
 INFO 2022-10-14 13:12:26,265   root 1996
 INFO 2022-10-14 13:12:26,265   root 5.9
 INFO 2022-10-14 13:12:26,265   root ______details of the car_____________________________
 INFO 2022-10-14 13:12:26,265   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-14 13:12:26,265   root Force
 INFO 2022-10-14 13:12:26,265   root Gurkha
 INFO 2022-10-14 13:12:26,265   root 4WheelDrive
 INFO 2022-10-14 13:12:26,265   root 14,00,00/-
 INFO 2022-10-14 13:12:26,265   root TopEnd
 INFO 2022-10-14 13:12:26,265   root _______information about suv car__________
 INFO 2022-10-14 13:12:26,265   root Mahendra
 INFO 2022-10-14 13:12:26,265   root xuv500
 INFO 2022-10-14 13:12:26,265   root W10
 INFO 2022-10-14 13:12:26,265   root 22,00,00/-
 INFO 2022-10-14 13:12:26,265   root Diesel
 INFO 2022-10-14 13:12:26,265   root _______information about suv car__________
 INFO 2022-10-14 13:12:26,265   root Maruthi
 INFO 2022-10-14 13:12:26,265   root ciaz
 INFO 2022-10-14 13:12:26,266   root Alpha
 INFO 2022-10-14 13:12:26,266   root 8,99,500
 INFO 2022-10-14 13:12:26,266   root Petrol
 INFO 2022-10-14 13:12:26,266   root <class '__main__.car'>
 INFO 2022-10-14 13:12:26,266   root #______Here we are performing concatenation operation_________
 INFO 2022-10-14 13:12:26,266   root Mahendra xuv500
 INFO 2022-10-14 13:12:26,266   root ---------------------------------------
 INFO 2022-10-14 13:12:26,266   root This is the basic information for concatenation operation
 INFO 2022-10-14 13:12:26,266   root naveen Adep
 INFO 2022-10-14 13:12:59,378   root #____________oops concept_________________
 INFO 2022-10-14 13:12:59,378   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 13:12:59,378   root 26
 INFO 2022-10-14 13:13:09,112   root #____________oops concept_________________
 INFO 2022-10-14 13:13:09,112   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 13:13:09,113   root 26
 INFO 2022-10-14 13:13:09,113   root anuj
 INFO 2022-10-14 13:13:09,113   root bandari
 INFO 2022-10-14 13:13:09,113   root anuj@gmail.com
 INFO 2022-10-14 13:13:09,113   root 1996
 INFO 2022-10-14 13:13:09,113   root 5.9
 INFO 2022-10-14 13:13:09,114   root ______details of the car_____________________________
 INFO 2022-10-14 13:13:09,114   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-14 13:13:09,114   root Force
 INFO 2022-10-14 13:13:09,114   root Gurkha
 INFO 2022-10-14 13:13:09,114   root 4WheelDrive
 INFO 2022-10-14 13:13:09,114   root 14,00,00/-
 INFO 2022-10-14 13:13:09,114   root TopEnd
 INFO 2022-10-14 13:13:09,114   root _______information about suv car__________
 INFO 2022-10-14 13:13:09,115   root Mahendra
 INFO 2022-10-14 13:13:09,115   root xuv500
 INFO 2022-10-14 13:13:09,115   root W10
 INFO 2022-10-14 13:13:09,115   root 22,00,00/-
 INFO 2022-10-14 13:13:09,115   root Diesel
 INFO 2022-10-14 13:13:09,115   root _______information about suv car__________
 INFO 2022-10-14 13:13:09,115   root Maruthi
 INFO 2022-10-14 13:13:09,115   root ciaz
 INFO 2022-10-14 13:13:09,115   root Alpha
 INFO 2022-10-14 13:13:09,115   root 8,99,500
 INFO 2022-10-14 13:13:09,115   root Petrol
 INFO 2022-10-14 13:13:09,115   root <class '__main__.car'>
 INFO 2022-10-14 13:13:09,115   root #______Here we are performing concatenation operation_________
 INFO 2022-10-14 13:13:09,115   root Mahendra xuv500
 INFO 2022-10-14 13:13:09,115   root ---------------------------------------
 INFO 2022-10-14 13:13:09,115   root This is the basic information for concatenation operation
 INFO 2022-10-14 13:13:09,115   root naveen Adep
 INFO 2022-10-14 13:13:58,068   root #____________oops concept_________________
 INFO 2022-10-14 13:13:58,069   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 13:13:58,069   root anuj
 INFO 2022-10-14 13:13:58,069   root bandari
 INFO 2022-10-14 13:13:58,069   root anuj@gmail.com
 INFO 2022-10-14 13:13:58,069   root 1996
 INFO 2022-10-14 13:13:58,069   root 5.9
 INFO 2022-10-14 13:13:58,069   root 26
 INFO 2022-10-14 13:13:58,069   root ______details of the car_____________________________
 INFO 2022-10-14 13:13:58,069   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-14 13:13:58,069   root Force
 INFO 2022-10-14 13:13:58,069   root Gurkha
 INFO 2022-10-14 13:13:58,069   root 4WheelDrive
 INFO 2022-10-14 13:13:58,069   root 14,00,00/-
 INFO 2022-10-14 13:13:58,069   root TopEnd
 INFO 2022-10-14 13:13:58,069   root _______information about suv car__________
 INFO 2022-10-14 13:13:58,069   root Mahendra
 INFO 2022-10-14 13:13:58,069   root xuv500
 INFO 2022-10-14 13:13:58,069   root W10
 INFO 2022-10-14 13:13:58,069   root 22,00,00/-
 INFO 2022-10-14 13:13:58,069   root Diesel
 INFO 2022-10-14 13:13:58,070   root _______information about suv car__________
 INFO 2022-10-14 13:13:58,070   root Maruthi
 INFO 2022-10-14 13:13:58,070   root ciaz
 INFO 2022-10-14 13:13:58,070   root Alpha
 INFO 2022-10-14 13:13:58,070   root 8,99,500
 INFO 2022-10-14 13:13:58,070   root Petrol
 INFO 2022-10-14 13:13:58,070   root <class '__main__.car'>
 INFO 2022-10-14 13:13:58,070   root #______Here we are performing concatenation operation_________
 INFO 2022-10-14 13:13:58,070   root Mahendra xuv500
 INFO 2022-10-14 13:13:58,070   root ---------------------------------------
 INFO 2022-10-14 13:13:58,070   root This is the basic information for concatenation operation
 INFO 2022-10-14 13:13:58,070   root naveen Adep
 INFO 2022-10-14 15:19:11,845   root #____________oops concept_________________
 INFO 2022-10-14 15:19:11,858   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 15:19:11,858   root anuj
 INFO 2022-10-14 15:19:11,859   root bandari
 INFO 2022-10-14 15:19:11,859   root anuj@gmail.com
 INFO 2022-10-14 15:19:11,859   root 1996
 INFO 2022-10-14 15:19:11,859   root 5.9
 INFO 2022-10-14 15:19:11,859   root 26
 INFO 2022-10-14 15:19:11,860   root ______details of the car_____________________________
 INFO 2022-10-14 15:19:11,860   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-14 15:19:11,860   root Force
 INFO 2022-10-14 15:19:11,860   root Gurkha
 INFO 2022-10-14 15:19:11,861   root 4WheelDrive
 INFO 2022-10-14 15:19:11,861   root 14,00,00/-
 INFO 2022-10-14 15:19:11,861   root TopEnd
 INFO 2022-10-14 15:19:11,861   root _______information about suv car__________
 INFO 2022-10-14 15:19:11,861   root Mahendra
 INFO 2022-10-14 15:19:11,862   root xuv500
 INFO 2022-10-14 15:19:11,862   root W10
 INFO 2022-10-14 15:19:11,862   root 22,00,00/-
 INFO 2022-10-14 15:19:11,862   root Diesel
 INFO 2022-10-14 15:19:11,862   root _______information about suv car__________
 INFO 2022-10-14 15:19:11,863   root Maruthi
 INFO 2022-10-14 15:19:11,863   root ciaz
 INFO 2022-10-14 15:19:11,863   root Alpha
 INFO 2022-10-14 15:19:11,863   root 8,99,500
 INFO 2022-10-14 15:19:11,863   root Petrol
 INFO 2022-10-14 15:19:11,864   root <class '__main__.car'>
 INFO 2022-10-14 15:19:11,864   root #______Here we are performing concatenation operation_________
 INFO 2022-10-14 15:19:11,864   root Mahendra xuv500
 INFO 2022-10-14 15:19:11,864   root ---------------------------------------
 INFO 2022-10-14 15:19:11,864   root This is the basic information for concatenation operation
 INFO 2022-10-14 15:19:11,865   root naveen Adep
 INFO 2022-10-17 10:30:50,581   root #____________oops concept_________________
 INFO 2022-10-17 10:30:50,586   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-17 10:30:50,586   root anuj
 INFO 2022-10-17 10:30:50,586   root bandari
 INFO 2022-10-17 10:30:50,586   root anuj@gmail.com
 INFO 2022-10-17 10:30:50,586   root 1996
 INFO 2022-10-17 10:30:50,586   root 5.9
 INFO 2022-10-17 10:30:50,586   root 26
 INFO 2022-10-17 10:30:50,586   root ______details of the car_____________________________
 INFO 2022-10-17 10:30:50,586   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-17 10:30:50,586   root Force
 INFO 2022-10-17 10:30:50,587   root Gurkha
 INFO 2022-10-17 10:30:50,587   root 4WheelDrive
 INFO 2022-10-17 10:30:50,587   root 14,00,00/-
 INFO 2022-10-17 10:30:50,587   root TopEnd
 INFO 2022-10-17 10:30:50,587   root _______information about suv car__________
 INFO 2022-10-17 10:30:50,587   root Mahendra
 INFO 2022-10-17 10:30:50,587   root xuv500
 INFO 2022-10-17 10:30:50,587   root W10
 INFO 2022-10-17 10:30:50,587   root 22,00,00/-
 INFO 2022-10-17 10:30:50,587   root Diesel
 INFO 2022-10-17 10:30:50,587   root _______information about suv car__________
 INFO 2022-10-17 10:30:50,587   root Maruthi
 INFO 2022-10-17 10:30:50,587   root ciaz
 INFO 2022-10-17 10:30:50,587   root Alpha
 INFO 2022-10-17 10:30:50,587   root 8,99,500
 INFO 2022-10-17 10:30:50,587   root Petrol
 INFO 2022-10-17 10:30:50,587   root <class 'OOPS_SUDH.car'>
 INFO 2022-10-17 10:30:50,587   root #______Here we are performing concatenation operation_________
 INFO 2022-10-17 10:30:50,587   root Mahendra xuv500
 INFO 2022-10-17 10:30:50,587   root ---------------------------------------
 INFO 2022-10-17 10:30:50,588   root This is the basic information for concatenation operation
 INFO 2022-10-17 10:30:50,588   root naveen Adep
 INFO 2022-10-17 10:31:10,705   root #____________oops concept_________________
 INFO 2022-10-17 10:31:10,705   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-17 10:31:10,705   root anuj
 INFO 2022-10-17 10:31:10,705   root bandari
 INFO 2022-10-17 10:31:10,705   root anuj@gmail.com
 INFO 2022-10-17 10:31:10,705   root 1996
 INFO 2022-10-17 10:31:10,706   root 5.9
 INFO 2022-10-17 10:31:10,706   root 26
 INFO 2022-10-17 10:31:10,706   root ______details of the car_____________________________
 INFO 2022-10-17 10:31:10,706   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-17 10:31:10,706   root Force
 INFO 2022-10-17 10:31:10,706   root Gurkha
 INFO 2022-10-17 10:31:10,706   root 4WheelDrive
 INFO 2022-10-17 10:31:10,706   root 14,00,00/-
 INFO 2022-10-17 10:31:10,706   root TopEnd
 INFO 2022-10-17 10:31:10,706   root _______information about suv car__________
 INFO 2022-10-17 10:31:10,706   root Mahendra
 INFO 2022-10-17 10:31:10,706   root xuv500
 INFO 2022-10-17 10:31:10,706   root W10
 INFO 2022-10-17 10:31:10,706   root 22,00,00/-
 INFO 2022-10-17 10:31:10,706   root Diesel
 INFO 2022-10-17 10:31:10,706   root _______information about suv car__________
 INFO 2022-10-17 10:31:10,706   root Maruthi
 INFO 2022-10-17 10:31:10,706   root ciaz
 INFO 2022-10-17 10:31:10,706   root Alpha
 INFO 2022-10-17 10:31:10,706   root 8,99,500
 INFO 2022-10-17 10:31:10,707   root Petrol
 INFO 2022-10-17 10:31:10,707   root <class 'OOPS_SUDH.car'>
 INFO 2022-10-17 10:31:10,707   root #______Here we are performing concatenation operation_________
 INFO 2022-10-17 10:31:10,707   root Mahendra xuv500
 INFO 2022-10-17 10:31:10,707   root ---------------------------------------
 INFO 2022-10-17 10:31:10,707   root This is the basic information for concatenation operation
 INFO 2022-10-17 10:31:10,707   root naveen Adep
 INFO 2022-10-17 10:31:52,518   root #____________oops concept_________________
 INFO 2022-10-17 10:31:52,518   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-17 10:31:52,518   root anuj
 INFO 2022-10-17 10:31:52,518   root bandari
 INFO 2022-10-17 10:31:52,518   root anuj@gmail.com
 INFO 2022-10-17 10:31:52,518   root 1996
 INFO 2022-10-17 10:31:52,518   root 5.9
 INFO 2022-10-17 10:31:52,518   root 26
 INFO 2022-10-17 10:31:52,518   root ______details of the car_____________________________
 INFO 2022-10-17 10:31:52,518   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-17 10:31:52,518   root Force
 INFO 2022-10-17 10:31:52,518   root Gurkha
 INFO 2022-10-17 10:31:52,518   root 4WheelDrive
 INFO 2022-10-17 10:31:52,518   root 14,00,00/-
 INFO 2022-10-17 10:31:52,519   root TopEnd
 INFO 2022-10-17 10:31:52,519   root _______information about suv car__________
 INFO 2022-10-17 10:31:52,519   root Mahendra
 INFO 2022-10-17 10:31:52,519   root xuv500
 INFO 2022-10-17 10:31:52,519   root W10
 INFO 2022-10-17 10:31:52,519   root 22,00,00/-
 INFO 2022-10-17 10:31:52,519   root Diesel
 INFO 2022-10-17 10:31:52,519   root _______information about suv car__________
 INFO 2022-10-17 10:31:52,519   root Maruthi
 INFO 2022-10-17 10:31:52,519   root ciaz
 INFO 2022-10-17 10:31:52,519   root Alpha
 INFO 2022-10-17 10:31:52,519   root 8,99,500
 INFO 2022-10-17 10:31:52,519   root Petrol
 INFO 2022-10-17 10:31:52,519   root <class 'OOPS_SUDH.car'>
 INFO 2022-10-17 10:31:52,519   root #______Here we are performing concatenation operation_________
 INFO 2022-10-17 10:31:52,519   root Mahendra xuv500
 INFO 2022-10-17 10:31:52,519   root ---------------------------------------
 INFO 2022-10-17 10:31:52,519   root This is the basic information for concatenation operation
 INFO 2022-10-17 10:31:52,519   root naveen Adep
 INFO 2022-10-17 10:32:38,311   root #____________oops concept_________________
 INFO 2022-10-17 10:32:38,311   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-17 10:32:38,311   root anuj
 INFO 2022-10-17 10:32:38,311   root bandari
 INFO 2022-10-17 10:32:38,311   root anuj@gmail.com
 INFO 2022-10-17 10:32:38,311   root 1996
 INFO 2022-10-17 10:32:38,311   root 5.9
 INFO 2022-10-17 10:32:38,312   root 26
 INFO 2022-10-17 10:32:38,312   root ______details of the car_____________________________
 INFO 2022-10-17 10:32:38,312   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-17 10:32:38,312   root Force
 INFO 2022-10-17 10:32:38,312   root Gurkha
 INFO 2022-10-17 10:32:38,312   root 4WheelDrive
 INFO 2022-10-17 10:32:38,312   root 14,00,00/-
 INFO 2022-10-17 10:32:38,312   root TopEnd
 INFO 2022-10-17 10:32:38,312   root _______information about suv car__________
 INFO 2022-10-17 10:32:38,312   root Mahendra
 INFO 2022-10-17 10:32:38,312   root xuv500
 INFO 2022-10-17 10:32:38,312   root W10
 INFO 2022-10-17 10:32:38,312   root 22,00,00/-
 INFO 2022-10-17 10:32:38,312   root Diesel
 INFO 2022-10-17 10:32:38,312   root _______information about suv car__________
 INFO 2022-10-17 10:32:38,312   root Maruthi
 INFO 2022-10-17 10:32:38,312   root ciaz
 INFO 2022-10-17 10:32:38,312   root Alpha
 INFO 2022-10-17 10:32:38,312   root 8,99,500
 INFO 2022-10-17 10:32:38,312   root Petrol
 INFO 2022-10-17 10:32:38,313   root <class 'OOPS_SUDH.car'>
 INFO 2022-10-17 10:32:38,313   root #______Here we are performing concatenation operation_________
 INFO 2022-10-17 10:32:38,313   root Mahendra xuv500
 INFO 2022-10-17 10:32:38,313   root ---------------------------------------
 INFO 2022-10-17 10:32:38,313   root This is the basic information for concatenation operation
 INFO 2022-10-17 10:32:38,313   root naveen Adep
 INFO 2022-10-17 10:32:55,295   root #____________oops concept_________________
 INFO 2022-10-17 10:32:55,295   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-17 10:32:55,295   root anuj
 INFO 2022-10-17 10:32:55,295   root bandari
 INFO 2022-10-17 10:32:55,295   root anuj@gmail.com
 INFO 2022-10-17 10:32:55,295   root 1996
 INFO 2022-10-17 10:32:55,295   root 5.9
 INFO 2022-10-17 10:32:55,295   root 26
 INFO 2022-10-17 10:32:55,295   root ______details of the car_____________________________
 INFO 2022-10-17 10:32:55,295   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-17 10:32:55,296   root Force
 INFO 2022-10-17 10:32:55,296   root Gurkha
 INFO 2022-10-17 10:32:55,296   root 4WheelDrive
 INFO 2022-10-17 10:32:55,296   root 14,00,00/-
 INFO 2022-10-17 10:32:55,296   root TopEnd
 INFO 2022-10-17 10:32:55,296   root _______information about suv car__________
 INFO 2022-10-17 10:32:55,296   root Mahendra
 INFO 2022-10-17 10:32:55,296   root xuv500
 INFO 2022-10-17 10:32:55,296   root W10
 INFO 2022-10-17 10:32:55,296   root 22,00,00/-
 INFO 2022-10-17 10:32:55,296   root Diesel
 INFO 2022-10-17 10:32:55,296   root _______information about suv car__________
 INFO 2022-10-17 10:32:55,296   root Maruthi
 INFO 2022-10-17 10:32:55,296   root ciaz
 INFO 2022-10-17 10:32:55,296   root Alpha
 INFO 2022-10-17 10:32:55,296   root 8,99,500
 INFO 2022-10-17 10:32:55,296   root Petrol
 INFO 2022-10-17 10:32:55,296   root <class 'OOPS_SUDH.car'>
 INFO 2022-10-17 10:32:55,296   root #______Here we are performing concatenation operation_________
 INFO 2022-10-17 10:32:55,296   root Mahendra xuv500
 INFO 2022-10-17 10:32:55,297   root ---------------------------------------
 INFO 2022-10-17 10:32:55,297   root This is the basic information for concatenation operation
 INFO 2022-10-17 10:32:55,297   root naveen Adep
 INFO 2022-10-17 10:33:24,787   root #____________oops concept_________________
 INFO 2022-10-17 10:33:24,787   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-17 10:33:24,787   root anuj
 INFO 2022-10-17 10:33:24,787   root bandari
 INFO 2022-10-17 10:33:24,787   root anuj@gmail.com
 INFO 2022-10-17 10:33:24,787   root 1996
 INFO 2022-10-17 10:33:24,787   root 5.9
 INFO 2022-10-17 10:33:24,788   root 26
 INFO 2022-10-17 10:33:24,788   root ______details of the car_____________________________
 INFO 2022-10-17 10:33:24,788   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-17 10:33:24,788   root Force
 INFO 2022-10-17 10:33:24,788   root Gurkha
 INFO 2022-10-17 10:33:24,788   root 4WheelDrive
 INFO 2022-10-17 10:33:24,788   root 14,00,00/-
 INFO 2022-10-17 10:33:24,788   root TopEnd
 INFO 2022-10-17 10:33:24,788   root _______information about suv car__________
 INFO 2022-10-17 10:33:24,788   root Mahendra
 INFO 2022-10-17 10:33:24,788   root xuv500
 INFO 2022-10-17 10:33:24,788   root W10
 INFO 2022-10-17 10:33:24,788   root 22,00,00/-
 INFO 2022-10-17 10:33:24,788   root Diesel
 INFO 2022-10-17 10:33:24,788   root _______information about suv car__________
 INFO 2022-10-17 10:33:24,788   root Maruthi
 INFO 2022-10-17 10:33:24,788   root ciaz
 INFO 2022-10-17 10:33:24,788   root Alpha
 INFO 2022-10-17 10:33:24,788   root 8,99,500
 INFO 2022-10-17 10:33:24,788   root Petrol
 INFO 2022-10-17 10:33:24,789   root <class 'OOPS_SUDH.car'>
 INFO 2022-10-17 10:33:24,789   root #______Here we are performing concatenation operation_________
 INFO 2022-10-17 10:33:24,789   root Mahendra xuv500
 INFO 2022-10-17 10:33:24,789   root ---------------------------------------
 INFO 2022-10-17 10:33:24,789   root This is the basic information for concatenation operation
 INFO 2022-10-17 10:33:24,789   root naveen Adep
 INFO 2022-10-17 10:33:59,139   root #____________oops concept_________________
 INFO 2022-10-17 10:33:59,139   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-17 10:33:59,140   root anuj
 INFO 2022-10-17 10:33:59,140   root bandari
 INFO 2022-10-17 10:33:59,140   root anuj@gmail.com
 INFO 2022-10-17 10:33:59,140   root 1996
 INFO 2022-10-17 10:33:59,140   root 5.9
 INFO 2022-10-17 10:33:59,140   root 26
 INFO 2022-10-17 10:33:59,140   root ______details of the car_____________________________
 INFO 2022-10-17 10:33:59,140   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-17 10:33:59,140   root Force
 INFO 2022-10-17 10:33:59,140   root Gurkha
 INFO 2022-10-17 10:33:59,140   root 4WheelDrive
 INFO 2022-10-17 10:33:59,140   root 14,00,00/-
 INFO 2022-10-17 10:33:59,140   root TopEnd
 INFO 2022-10-17 10:33:59,140   root _______information about suv car__________
 INFO 2022-10-17 10:33:59,140   root Mahendra
 INFO 2022-10-17 10:33:59,140   root xuv500
 INFO 2022-10-17 10:33:59,140   root W10
 INFO 2022-10-17 10:33:59,140   root 22,00,00/-
 INFO 2022-10-17 10:33:59,141   root Diesel
 INFO 2022-10-17 10:33:59,141   root _______information about suv car__________
 INFO 2022-10-17 10:33:59,141   root Maruthi
 INFO 2022-10-17 10:33:59,141   root ciaz
 INFO 2022-10-17 10:33:59,141   root Alpha
 INFO 2022-10-17 10:33:59,141   root 8,99,500
 INFO 2022-10-17 10:33:59,141   root Petrol
 INFO 2022-10-17 10:33:59,141   root <class 'OOPS_SUDH.car'>
 INFO 2022-10-17 10:33:59,141   root #______Here we are performing concatenation operation_________
 INFO 2022-10-17 10:33:59,141   root Mahendra xuv500
 INFO 2022-10-17 10:33:59,141   root ---------------------------------------
 INFO 2022-10-17 10:33:59,141   root This is the basic information for concatenation operation
 INFO 2022-10-17 10:33:59,141   root naveen Adep
 INFO 2022-10-17 10:35:33,026   root #____________oops concept_________________
 INFO 2022-10-17 10:35:33,026   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-17 10:35:33,026   root anuj
 INFO 2022-10-17 10:35:33,026   root bandari
 INFO 2022-10-17 10:35:33,026   root anuj@gmail.com
 INFO 2022-10-17 10:35:33,026   root 1996
 INFO 2022-10-17 10:35:33,027   root 5.9
 INFO 2022-10-17 10:35:33,027   root 26
 INFO 2022-10-17 10:35:33,027   root ______details of the car_____________________________
 INFO 2022-10-17 10:35:33,027   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-17 10:35:33,027   root Force
 INFO 2022-10-17 10:35:33,027   root Gurkha
 INFO 2022-10-17 10:35:33,027   root 4WheelDrive
 INFO 2022-10-17 10:35:33,027   root 14,00,00/-
 INFO 2022-10-17 10:35:33,027   root TopEnd
 INFO 2022-10-17 10:35:33,027   root _______information about suv car__________
 INFO 2022-10-17 10:35:33,027   root Mahendra
 INFO 2022-10-17 10:35:33,027   root xuv500
 INFO 2022-10-17 10:35:33,027   root W10
 INFO 2022-10-17 10:35:33,027   root 22,00,00/-
 INFO 2022-10-17 10:35:33,027   root Diesel
 INFO 2022-10-17 10:35:33,027   root _______information about suv car__________
 INFO 2022-10-17 10:35:33,027   root Maruthi
 INFO 2022-10-17 10:35:33,027   root ciaz
 INFO 2022-10-17 10:35:33,027   root Alpha
 INFO 2022-10-17 10:35:33,028   root 8,99,500
 INFO 2022-10-17 10:35:33,028   root Petrol
 INFO 2022-10-17 10:35:33,028   root <class 'OOPS_SUDH.car'>
 INFO 2022-10-17 10:35:33,028   root #______Here we are performing concatenation operation_________
 INFO 2022-10-17 10:35:33,028   root Mahendra xuv500
 INFO 2022-10-17 10:35:33,028   root ---------------------------------------
 INFO 2022-10-17 10:35:33,028   root This is the basic information for concatenation operation
 INFO 2022-10-17 10:35:33,028   root naveen Adep
